año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2017,1.0730000000000000e+03,12060,21135,401,3403,0,0
2017,1.0870000000000000e+03,18030,22690,141,321,0,0
2017,1.1090000000000000e+03,15422,15517,2150,2151,0,0
2017,1.1100000000000000e+03,2717,5662,0,0,0,0
2017,1.1120000000000000e+03,466,1552,0,0,0,0
2017,1.1200000000000000e+03,0,0,0,0,0,0
2017,1.1260000000000000e+03,11400,26705,82,7425,0,0
2017,7.8900000000000000e+02,0,0,0,0,0,0
2017,3.2600000000000000e+02,0,0,6,469,0,0
2017,4.4200000000000000e+02,2040,2040,0,0,0,0
2017,2.9400000000000000e+02,171,715,0,0,0,0
